Measure,Industry,Region,Quarter,Value,Flags
"Total earnings","Administrative and support services","Gisborne","Mar-02",4041200,
"Total earnings","Administrative and support services","Hawke's Bay","Mar-02",15346800,
"Total earnings","Administrative and support services","Manawatu-Wanganui","Mar-02",14059900,
"Total earnings","Administrative and support services","Taranaki","Mar-02",12229100,
"Total earnings","Administrative and support services","Wellington","Mar-02",107523000,
"Total earnings","Administrative and support services","Tasman, Nelson, Marlborough, West Coast","Mar-02",9861100,
"Total earnings","Professional, scientific, and technical services","Tasman, Nelson, Marlborough, West Coast","Mar-02",17845600,
"Total earnings","Professional, scientific, and technical services","Southland","Mar-02",10105600,
"Total earnings","Professional, scientific, and technical services","Canterbury","Mar-02",104240600,
"Total earnings","Administrative and support services","Canterbury","Mar-02",61085100,
"Total earnings","Professional, scientific, and technical services","Wellington","Mar-02",308540500,
"Total earnings","Professional, scientific, and technical services","Otago","Mar-02",26728700,
"Total earnings","Professional, scientific, and technical services","Manawatu-Wanganui","Mar-02",32270100,
"Total earnings","Professional, scientific, and technical services","Taranaki","Mar-02",19005000,
"Total earnings","Professional, scientific, and technical services","Hawke's Bay","Mar-02",22895100,
"Total earnings","Professional, scientific, and technical services","Waikato","Mar-02",64847800,
"Total earnings","Professional, scientific, and technical services","Gisborne","Mar-02",4955600,
"Total earnings","Professional, scientific, and technical services","Auckland","Mar-02",578726700,
"Total earnings","Professional, scientific, and technical services","Bay of Plenty","Mar-02",38343800,
"Total earnings","Professional, scientific, and technical services","Northland","Mar-02",14996000,
"Total earnings","Rental, hiring, and real estate services","Southland","Mar-02",2496100,
"Total earnings","Rental, hiring, and real estate services","Otago","Mar-02",5787100,
"Total earnings","Rental, hiring, and real estate services","Taranaki","Mar-02",3460400,
"Total earnings","Rental, hiring, and real estate services","Manawatu-Wanganui","Mar-02",6064300,
"Total earnings","Rental, hiring, and real estate services","Wellington","Mar-02",19523800,
"Total earnings","Rental, hiring, and real estate services","Wellington","Dec-01",20859400,
"Total earnings","Rental, hiring, and real estate services","Manawatu-Wanganui","Dec-01",6271700,
"Total earnings","Rental, hiring, and real estate services","Taranaki","Dec-01",3476000,
"Total earnings","Rental, hiring, and real estate services","Otago","Dec-01",6288700,
"Total earnings","Rental, hiring, and real estate services","Southland","Dec-01",2271000,
"Total earnings","Professional, scientific, and technical services","Northland","Dec-01",15449400,
"Total earnings","Professional, scientific, and technical services","Bay of Plenty","Dec-01",41083000,
"Total earnings","Professional, scientific, and technical services","Auckland","Dec-01",607407100,
"Total earnings","Professional, scientific, and technical services","Gisborne","Dec-01",4996500,
"Total earnings","Professional, scientific, and technical services","Waikato","Dec-01",67140400,
"Total earnings","Professional, scientific, and technical services","Hawke's Bay","Dec-01",21053300,
"Total earnings","Professional, scientific, and technical services","Taranaki","Dec-01",19158600,
"Total earnings","Professional, scientific, and technical services","Manawatu-Wanganui","Dec-01",34570800,
"Total earnings","Professional, scientific, and technical services","Otago","Dec-01",28743100,
"Total earnings","Professional, scientific, and technical services","Wellington","Dec-01",317342400,
"Total earnings","Administrative and support services","Canterbury","Dec-01",61087700,
"Total earnings","Professional, scientific, and technical services","Canterbury","Dec-01",111939200,
"Total earnings","Professional, scientific, and technical services","Southland","Dec-01",10791100,
"Total earnings","Professional, scientific, and technical services","Tasman, Nelson, Marlborough, West Coast","Dec-01",18919100,
"Total earnings","Administrative and support services","Tasman, Nelson, Marlborough, West Coast","Dec-01",9239100,
"Total earnings","Administrative and support services","Wellington","Dec-01",122062300,
"Total earnings","Administrative and support services","Taranaki","Dec-01",13949800,
"Total earnings","Administrative and support services","Manawatu-Wanganui","Dec-01",12605500,
"Total earnings","Administrative and support services","Hawke's Bay","Dec-01",11955300,
"Total earnings","Administrative and support services","Gisborne","Dec-01",3228500,
"Total earnings","Administrative and support services","Waikato","Dec-01",29203400,
"Total earnings","Administrative and support services","Northland","Dec-01",5567600,
"Total earnings","Administrative and support services","Bay of Plenty","Dec-01",17064200,
"Total earnings","Administrative and support services","Auckland","Dec-01",253550700,
"Total earnings","Administrative and support services","Southland","Dec-01",4608200,
"Total earnings","Administrative and support services","Otago","Dec-01",17497400,
"Total earnings","Public administration and safety","Wellington","Dec-01",236851400,
"Total earnings","Public administration and safety","Manawatu-Wanganui","Dec-01",70961100,
"Total earnings","Public administration and safety","Taranaki","Dec-01",12478700,
"Total earnings","Public administration and safety","Tasman, Nelson, Marlborough, West Coast","Dec-01",22386400,
"Total earnings","Public administration and safety","Gisborne","Dec-01",6410800,
"Total earnings","Public administration and safety","Bay of Plenty","Dec-01",32518700,
"Total earnings","Public administration and safety","Hawke's Bay","Dec-01",22766600,
"Total earnings","Public administration and safety","Waikato","Dec-01",51884500,
"Total earnings","Public administration and safety","Auckland","Dec-01",210152200,
"Total earnings","Public administration and safety","Northland","Dec-01",16135600,
"Total earnings","Public administration and safety","Southland","Dec-01",13846000,
"Total earnings","Education and training","Auckland","Dec-01",390121400,
"Total earnings","Public administration and safety","Canterbury","Dec-01",81909200,
"Total earnings","Public administration and safety","Otago","Dec-01",25779800,
"Total earnings","Education and training","Hawke's Bay","Dec-01",46165200,
"Total earnings","Education and training","Northland","Dec-01",40597900,
"Total earnings","Education and training","Gisborne","Dec-01",17157400,
"Total earnings","Education and training","Manawatu-Wanganui","Dec-01",95584700,
"Total earnings","Education and training","Taranaki","Dec-01",29293300,
"Total earnings","Education and training","Waikato","Dec-01",125019500,
"Total earnings","Education and training","Tasman, Nelson, Marlborough, West Coast","Dec-01",36994000,
"Total earnings","Education and training","Wellington","Dec-01",169800300,
"Total earnings","Education and training","Bay of Plenty","Dec-01",67081000,
"Total earnings","Education and training","Canterbury","Dec-01",168756300,
"Total earnings","Education and training","Canterbury","Sep-01",143398000,
"Total earnings","Education and training","Bay of Plenty","Sep-01",55706300,
"Total earnings","Education and training","Wellington","Sep-01",144960100,
"Total earnings","Education and training","Tasman, Nelson, Marlborough, West Coast","Sep-01",30870000,
"Total earnings","Education and training","Waikato","Sep-01",108801000,
"Total earnings","Education and training","Taranaki","Sep-01",24193300,
"Total earnings","Education and training","Manawatu-Wanganui","Sep-01",80369400,
"Total earnings","Education and training","Gisborne","Sep-01",13755500,
"Total earnings","Education and training","Northland","Sep-01",33879300,
"Total earnings","Education and training","Hawke's Bay","Sep-01",38268600,
"Total earnings","Public administration and safety","Otago","Sep-01",26189800,
"Total earnings","Public administration and safety","Canterbury","Sep-01",80703700,
"Total earnings","Education and training","Auckland","Sep-01",324296500,
"Total earnings","Public administration and safety","Southland","Sep-01",13901800,
"Total earnings","Public administration and safety","Northland","Sep-01",16712100,
"Total earnings","Public administration and safety","Auckland","Sep-01",208253900,
"Total earnings","Public administration and safety","Waikato","Sep-01",53251400,
"Total earnings","Public administration and safety","Hawke's Bay","Sep-01",22413600,
"Total earnings","Public administration and safety","Gisborne","Sep-01",6598000,
"Total earnings","Public administration and safety","Bay of Plenty","Sep-01",32903900,
"Total earnings","Public administration and safety","Tasman, Nelson, Marlborough, West Coast","Sep-01",22294800,
